numeroChip,fecha_nacimiento,fecha_implantacion,sexo,raza,aptitud,provincia,municipio
401D247A31,05/10/1996,03/12/1997,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,NAVARRA,TIEBAS-MURUARTE DE RETA
405B431927,15/11/1997,06/05/1998,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,LA RIOJA,HARO
405D5E7E58,12/01/1997,07/03/1997,H,SAMOYEDO - SAMOIEDSKAÏA SABAKA,LUJO Y COMPAÑIA,BURGOS,CASTRILLO MATAJUDÍOS
4008146C04,04/12/1996,09/05/1998,M,ROTTWEILER,GUARDA DEFENSA Y UTILIDAD,GRANADA,PADUL
116561291A,01/06/1997,30/06/1998,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,MALAGA,TEBA
220B1C7E72,14/02/1997,15/06/1998,M,SETTER INGLES - ENGLISH SETTER,CAZA,SORIA,NOVIERCAS
117653285A,01/01/1998,29/05/1998,H,DOGO ARGENTINO,GUARDA DEFENSA Y UTILIDAD,BURGOS,OÑA
121716464A,17/09/1997,16/02/1998,M,MASTINO NAPOLETANO - MASTIN TERRACOTA,LUJO Y COMPAÑIA,LA RIOJA,CASALARREINA
116454792A,20/01/1998,26/05/1998,M,SHAR PEI - MINI PEI,LUJO Y COMPAÑIA,ZAMORA,MOMBUEY
4051276D3E,09/02/1998,26/08/1998,M,ROTTWEILER,GUARDA DEFENSA Y UTILIDAD,ASTURIAS,GIJÓN
122235311A,28/05/1998,30/10/1998,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CABEZÓN DE LA SAL
122125361A,18/08/1998,28/11/1998,M,BULLMASTIFF - BULLMASTIN,GUARDA DEFENSA Y UTILIDAD,CADIZ,LÍNEA DE LA CONCEPCIÓN (LA)
122251540A,01/01/1995,18/09/1998,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,LAREDO
116532621A,07/07/1993,11/08/1998,H,PERRO DE AGUA ESPAÑOL,LUJO Y COMPAÑIA,BARCELONA,BARCELONA
117966353A,14/08/1998,28/11/1998,H,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,LA RIOJA,FUENMAYOR
125137363A,15/05/1995,27/02/1999,H,SCHNAUZER GIGANTE - RIESENSCHNAUZER,LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
125263260A,18/05/1998,17/06/1999,M,SETTER INGLES - ENGLISH SETTER,CAZA,CIUDAD REAL,PUERTOLLANO
124514334A,01/01/1994,23/07/1999,H,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,CORUÑA (A),CORUÑA (A)
117626391A,31/10/1996,23/04/1999,H,SCHNAUZER GIGANTE - RIESENSCHNAUZER,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,RAMALES DE LA VICTORIA
124562551A,31/03/1999,28/05/1999,M,BOXER,LUJO Y COMPAÑIA,TOLEDO,SESEÑA
122522715A,17/09/1998,31/03/1999,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,PALENCIA,VELILLA DEL RÍO CARRIÓN
125257327A,01/12/1998,27/07/1999,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,VALLADOLID,POZALDEZ
117564224A,23/02/1999,07/05/1999,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,CASTRO-URDIALES
401C5F1E0B,30/03/1998,07/07/1998,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,CASTRO-URDIALES
201934563D,30/06/1993,25/10/1994,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,ALICANTE ,BIGASTRO
7F7B1E3264,30/10/1992,21/09/1993,M,EPAGNEUL BRETON - SPANIEL BRETON,GUARDA DEFENSA Y UTILIDAD,NAVARRA,ETXARRI-ARANATZ
7F7A172E6B,01/03/1993,05/08/1993,H,BEAGLE,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,LOGROÑO
1F33387402,01/02/1994,05/07/1994,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BARCELONA,FÍGOLS
7F7A1B1D1E,07/05/1993,26/11/1993,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,HARO
1F25722822,01/08/1988,04/07/1994,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,IGEA
20071B1A24,24/06/1992,29/09/1994,M,SETTER INGLES - ENGLISH SETTER,CAZA,ZAMORA,ZAMORA
1F792D6952,28/11/1990,30/11/1994,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,MONTEAGUDO
1F77566133,27/07/1994,15/06/1995,H,POINTER,CAZA,LA RIOJA,LEIVA
1F30687158,25/05/1989,20/07/1994,H,SETTER INGLES - ENGLISH SETTER,CAZA,LA RIOJA,LOGROÑO
1F32427479,01/06/1993,06/07/1994,H,COLLIE ROUGH - PASTOR ESCOCES DE PELO LARGO - COLLIE DE PELO LARGO -  ROUGH COLLIE,LUJO Y COMPAÑIA,MADRID,ROBLEDO DE CHAVELA
1F48206316,28/05/1991,28/06/1994,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,LEITZA
1F4B3C7466,01/02/1992,15/07/1994,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,PASTOR,NAVARRA,GOIZUETA
1F72634646,05/09/1991,18/11/1994,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,NAVARRA,LEITZA
20313F6C04,03/05/1992,30/01/1995,H,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,BALEARS (ILLES),CIUTADELLA DE MENORCA
20274C5914,04/11/1994,08/08/1995,H,SETTER INGLES - ENGLISH SETTER,CAZA,SEGOVIA,BERNUY DE PORREROS
202A214550,01/01/1991,21/08/1995,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,NAVARRA,LEITZA
2031122875,11/05/1995,07/08/1995,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,GOIZUETA
1F52236A02,01/01/1992,29/09/1995,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,SANGÜESA/ZANGOZA
20165B7778,01/05/1993,09/10/1995,H,SETTER INGLES - ENGLISH SETTER,CAZA,CANTABRIA,ARNUERO
2027657D57,20/06/1995,01/01/1996,M,ROTTWEILER,GUARDA DEFENSA Y UTILIDAD,MADRID,COSLADA
1F51025935,30/07/1994,02/08/1995,H,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,LA RIOJA,CIHURI
1F55704557,13/04/1995,23/11/1995,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VILLARIEZO
405A7E1226,07/01/1996,18/06/1996,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,LEITZA
405E247704,02/01/1996,24/07/1996,H,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,LUJO Y COMPAÑIA,PONTEVEDRA,LALÍN
405C69186C,26/04/1996,27/08/1996,M,SETTER INGLES - ENGLISH SETTER,CAZA,MALAGA,MÁLAGA
401B555C39,06/03/1996,28/08/1996,M,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,LEON,ASTORGA
22203D323E,22/07/1995,16/07/1996,M,SETTER INGLES - ENGLISH SETTER,CAZA,SORIA,ABEJAR
400F416315,01/05/1995,14/02/1997,M,SABUESO ESPAÑOL,CAZA,NAVARRA,GOIZUETA
400A34103C,01/01/1996,14/02/1997,M,SABUESO ESPAÑOL,CAZA,NAVARRA,GOIZUETA
404A787332,01/12/1996,11/02/1997,M,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,ZAMORA,FONFRÍA
4039782427,01/09/1996,14/04/1997,M,COLLIE ROUGH - PASTOR ESCOCES DE PELO LARGO - COLLIE DE PELO LARGO -  ROUGH COLLIE,LUJO Y COMPAÑIA,LA RIOJA,CIHURI
412B2E7E05,12/10/1990,11/03/1997,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,BERA/VERA DE BIDASOA
412E267D7D,01/06/1996,06/06/1997,M,SETTER INGLES - ENGLISH SETTER,LUJO Y COMPAÑIA,NAVARRA,LESAKA
412C08717D,01/04/1997,24/06/1997,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,LESAKA
204A204B2B,28/06/1996,07/07/1997,H,SHAR PEI - MINI PEI,LUJO Y COMPAÑIA,BARCELONA,COLLBATÓ
401D210671,20/06/1997,15/08/1997,H,ROTTWEILER,LUJO Y COMPAÑIA,CANTABRIA,ASTILLERO (EL)
4050752F7D,14/05/1997,12/08/1997,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,NÁJERA
405E545D6F,01/05/1996,16/11/1996,H,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,NAVARRA,LESAKA
405B4D2314,12/08/1996,08/09/1997,M,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
400F6A3870,14/06/1995,04/05/1997,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,LEITZA
400C037E01,28/10/1995,27/06/1997,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,NAVARRA,LEITZA
412A224601,01/06/1996,10/05/1997,M,BEAGLE,LUJO Y COMPAÑIA,PONTEVEDRA,SILLEDA
405B0F6919,31/05/1996,15/12/1997,M,POINTER,CAZA,NAVARRA,GOIZUETA
401C672E5A,20/03/1997,16/01/1998,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,PASTOR,NAVARRA,GOIZUETA
40506E7B28,29/11/1995,03/02/1998,M,HUSKY SIBERIANO - SIBERIAN HUSKY,GUARDA DEFENSA Y UTILIDAD,OURENSE,OURENSE
401C27267D,12/10/1995,28/10/1996,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,NAVARRA,VALTIERRA
400B36757C,27/08/1997,05/02/1998,H,SETTER INGLES - ENGLISH SETTER,CAZA,BADAJOZ,VALLE DE LA SERENA
40162A3B4E,07/11/1996,05/05/1998,M,PERRO DE AGUA ESPAÑOL,LUJO Y COMPAÑIA,NAVARRA,MONTEAGUDO
403C21504F,08/10/1996,14/05/1998,M,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,PALENCIA,VILLASILA DE VALDAVIA
403D023E5D,01/04/1997,21/04/1998,H,COLLIE ROUGH - PASTOR ESCOCES DE PELO LARGO - COLLIE DE PELO LARGO -  ROUGH COLLIE,LUJO Y COMPAÑIA,LA RIOJA,NAVARRETE
224D571D28,22/12/1996,19/05/1998,H,SCHNAUZER GIGANTE - RIESENSCHNAUZER,LUJO Y COMPAÑIA,VALLADOLID,VALLADOLID
40446F0C4F,25/04/1998,25/08/1998,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,ARIBE
22545F5F7A,10/05/1998,01/09/1998,H,ROTTWEILER,LUJO Y COMPAÑIA,BADAJOZ,LLERENA
412E0D2F7D,27/01/1998,20/07/1998,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,BEINTZA-LABAIEN
22517E0A7F,07/06/1998,07/08/1998,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,NAVARRA,ARAITZ
2253696B42,01/07/1995,12/08/1998,M,SETTER INGLES - ENGLISH SETTER,CAZA,LA RIOJA,VILLAR DE TORRE
400E3F1167,01/04/1998,28/09/1998,M,SETTER INGLES - ENGLISH SETTER,CAZA,SALAMANCA,LUMBRALES
404B486C18,11/01/1998,02/04/1998,M,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,GUARDA DEFENSA Y UTILIDAD,LA RIOJA,LARDERO
2251595141,01/11/1997,04/04/1998,H,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,LA RIOJA,VILLAMEDIANA DE IREGUA
400E733B2C,04/01/1998,25/10/1998,M,EPAGNEUL BRETON - SPANIEL BRETON,CAZA,NAVARRA,BARILLAS
4008253113,13/06/1998,10/01/1999,H,STAFFORDSHIRE BULL TERRIER,LUJO Y COMPAÑIA,LUGO,BALEIRA
4058357F11,11/01/1999,11/01/1999,M,BEAGLE,CAZA,JAEN,ÚBEDA
22525A5E6A,01/05/1998,24/10/1998,M,SETTER INGLES - ENGLISH SETTER,CAZA,BADAJOZ,BADAJOZ
114549530A,13/11/1998,13/11/1998,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,NAVARRA,BETELU
400E7B5A22,20/10/1998,22/01/1999,H,HUSKY SIBERIANO - SIBERIAN HUSKY,LUJO Y COMPAÑIA,BADAJOZ,VALDETORRES
400E616152,06/10/1998,29/12/1998,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,CAZA,PALENCIA,TORQUEMADA
400E7B7267,31/07/1998,01/03/1999,H,GOS D'ATURA CATALÁ - PASTOR CATALAN PELO LARGO O PELO LISO,LUJO Y COMPAÑIA,LA RIOJA,HARO
125549257A,25/04/1999,03/08/1999,H,SETTER INGLES - ENGLISH SETTER,CAZA,HUESCA,JACA
400C6C2509,16/02/1997,30/06/1999,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,ARIBE
40093A1B42,13/07/1995,07/10/1998,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,GRANADA,GRANADA
40571E0606,08/03/1999,14/05/1999,M,BULLDOG INGLES,LUJO Y COMPAÑIA,SALAMANCA,BÉJAR
125538653A,29/03/1999,26/07/1999,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,GUARDA DEFENSA Y UTILIDAD,MADRID,MADRID
125646213A,29/05/1999,19/10/1999,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,ARANO
125179667A,14/07/1999,07/10/1999,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,SEGOVIA,SEGOVIA
40094C455C,09/04/1999,06/09/1999,M,SETTER INGLES - ENGLISH SETTER,CAZA,MADRID,CIEMPOZUELOS
126844537A,29/05/1999,11/02/2000,M,BOXER,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
125631797A,16/11/1999,16/11/1999,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,BETELU
123267683A,15/01/2000,15/01/2000,M,PEKINES - PEQUINES - PEKINOIS - PEKINGESE,LUJO Y COMPAÑIA,SALAMANCA,SALAMANCA
123446440A,03/05/1999,24/11/1999,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,CAZA,LA RIOJA,CERVERA DEL RÍO ALHAMA
127359562A,08/01/2000,08/01/2000,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,MADRID,MADRID
125213097A,16/10/1999,13/12/1999,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,NAVARRA,URROTZ
125536256A,25/02/1997,26/08/1999,M,GRIFFON BLEU DE GASCOGNE - GRIFON AZUL DE GASCUÑA,CAZA,NAVARRA,GOIZUETA
40102D7874,16/04/1998,07/07/1999,M,EPAGNEUL PAPILLON - EPAGNEUL NAIN CONTINENTAL - PAPILLON,CAZA,SEVILLA,SANTIPONCE
125669524A,10/09/1999,04/12/1999,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,CAZA,BADAJOZ,MIRANDILLA
125179652A,03/11/1999,03/11/1999,M,DALMATA - DALMATINAC - DALMATIAN,LUJO Y COMPAÑIA,BURGOS,HONTORIA DEL PINAR
126847796A,01/09/1999,11/02/2000,H,SCHNAUZER MINIATURA - ZWERGSCHNAUZER,LUJO Y COMPAÑIA,LA RIOJA,HARO
403A243628,10/11/1998,07/05/1999,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,OURENSE,XUNQUEIRA DE ESPADANEDO
125279125A,21/03/1999,22/03/2000,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,ARANO
131346617A,29/09/1999,17/04/2000,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,CAZA,VALLADOLID,MORAL DE LA REINA
125373147A,28/08/1998,06/10/1999,M,AKITA INU,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
125754520A,13/06/1999,14/09/1999,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,LUJO Y COMPAÑIA,LA RIOJA,CASALARREINA
123859765A,01/04/1999,22/12/1999,M,DOBERMAN,LUJO Y COMPAÑIA,MADRID,ROZAS DE MADRID (LAS)
123821297A,01/01/1997,27/12/1999,M,SABUESO DE SANGRE RASTREADOR DEL HANNOVER - HANNOVER'SCHER SCHWEISSHUND,CAZA,BURGOS,CONDADO DE TREVIÑO
123814627A,01/01/1996,27/01/2000,H,SABUESO ESPAÑOL,CAZA,BURGOS,CONDADO DE TREVIÑO
126933352A,01/01/1997,14/02/2000,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MIRANDA DE EBRO
126948564A,01/01/1998,31/03/2000,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,LA RIOJA,LOGROÑO
123827750A,02/01/1997,13/12/1999,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,GUARDA DEFENSA Y UTILIDAD,BURGOS,CONDADO DE TREVIÑO
123932583A,10/10/1993,13/12/1999,H,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,GUARDA DEFENSA Y UTILIDAD,BURGOS,CONDADO DE TREVIÑO
122175570A,07/10/1997,07/11/1998,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,PASTOR,LA RIOJA,NÁJERA
131269567A,04/08/1999,18/05/2000,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,GOIZUETA
131361334A,11/08/1998,18/04/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,GOIZUETA
131257514A,10/05/1999,18/04/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,GOIZUETA
131348653A,29/11/1999,18/04/2000,H,SETTER INGLES - ENGLISH SETTER,CAZA,NAVARRA,GOIZUETA
126936764A,13/09/1999,19/07/2000,M,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,ZARAGOZA,SIGÜÉS
131335254A,29/01/2000,16/05/2000,M,PODENCO IBICENCO,CAZA,NAVARRA,TAFALLA
126836372A,16/10/1999,09/02/2000,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,LAREDO
127421680A,15/10/1999,03/02/2000,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,ZAMORA,ZAMORA
125762677A,18/05/1999,15/09/1999,M,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,MADRID,MADRID
122456617A,06/02/1999,07/06/1999,M,GOLDEN RETRIEVER - COBRADOR DORADO,LUJO Y COMPAÑIA,BARCELONA,BADALONA
985100008043608,02/07/2000,02/07/2000,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100008395203,01/01/1992,07/06/2000,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,LLEIDA,VIELHA E MIJARAN
977200001223443,25/06/1997,18/05/2000,H,SHIH TZU,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
977200001074122,18/12/1998,18/05/2000,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
977200001161905,15/05/2000,18/05/2000,H,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,SANTANDER
977200001167335,01/01/1998,18/05/2000,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,SANTANDER
985100008258569,24/11/1995,18/05/2000,M,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,SANTANDER
985100008047703,02/07/1995,18/05/2000,H,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,SANTANDER
985100008300924,20/04/2000,18/05/2000,H,COCKER SPANIEL INGLES - ENGLISH COCKER SPANIEL,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
985100008260373,10/02/1995,18/05/2000,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
985100008302102,29/05/1995,18/05/2000,H,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
985100008034238,15/06/1999,18/05/2000,H,WEST HIGHLAND WHITE TERRIER - WESTY - WESTIE,LUJO Y COMPAÑIA,CANTABRIA,SANTANDER
977200001164752,11/04/1995,25/05/2000,H,MALAMUTE DE ALASKA - ALASKAN MALAMUTE,LUJO Y COMPAÑIA,CANTABRIA,LAREDO
"9,77200001144134E+015",20/07/1991,25/05/2000,H,MONTAÑA DE LOS PIRINEOS - PERRO MONTAÑA DE LOS PIRINEOS,LUJO Y COMPAÑIA,CANTABRIA,LAREDO
127414560A,15/03/2000,10/07/2000,M,MALAMUTE DE ALASKA - ALASKAN MALAMUTE,LUJO Y COMPAÑIA,LEON,VEGA DE ESPINAREDA
125344544A,01/04/1999,30/08/1999,H,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,ALICANTE ,ORIHUELA
131255483A,28/01/2000,11/04/2000,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,GURIEZO
724098100213742,29/09/1999,17/07/2000,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BARCELONA,GRANOLLERS
124871486A,21/11/1999,01/07/2000,M,POINTER,CAZA,BADAJOZ,ARROYO DE SAN SERVÁN
124559732A,15/06/1998,09/06/1999,H,SCHNAUZER MEDIANO,LUJO Y COMPAÑIA,SORIA,SORIA
125911494A,15/05/1999,02/09/1999,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
977200001220923,20/05/1994,28/04/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
977200001187713,29/01/1996,28/04/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
126934643A,21/11/1999,11/02/2000,M,YORKSHIRE TERRIER,LUJO Y COMPAÑIA,ZARAGOZA,TARAZONA
117631611A,01/11/1994,12/12/1998,H,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,MEDINA DE POMAR
985100008258495,20/09/1998,12/08/2000,H,BOXER,GUARDA DEFENSA Y UTILIDAD,BARCELONA,CANYELLES
985100008267269,01/08/1999,12/09/2000,M,CHOW CHOW  (OSITO DE PELUCHE),LUJO Y COMPAÑIA,BURGOS,VALLE DE MENA
131245194A,27/05/1994,02/04/2000,H,SETTER IRLANDES ROJO - IRISH RED SETTER,CAZA,BURGOS,VALLE DE MENA
131358096A,10/03/2000,18/09/2000,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,VALLE DE MENA
122226477A,01/01/2000,15/09/2000,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,BARCELONA,AVINYÓ
131259485A,16/01/2000,05/07/2000,M,PASTOR BELGA - BELGIAN SHEPHERD DOG BERGER - PERRO OVEJERO BELGA - CHIEN DE BERGER BELGE,LUJO Y COMPAÑIA,CANTABRIA,BÁRCENA DE CICERO
977200001234454,06/04/2000,17/05/2000,H,BULL TERRIER INGLES,LUJO Y COMPAÑIA,LA RIOJA,ALFARO
977200001166628,24/11/1999,06/06/2000,H,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
985100008365087,23/04/2000,24/10/2000,M,FOX TERRIER - WIRE (PELO DURO) - WIRE FOX TERRIER,GUARDA DEFENSA Y UTILIDAD,CANTABRIA,CASTRO-URDIALES
985100008365680,25/03/2000,25/09/2000,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,BARCELONA,BEGUES
985100008369254,01/02/1999,16/10/2000,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,GUARDA DEFENSA Y UTILIDAD,BARCELONA,BALENYÀ
724098100264586,05/07/1997,22/11/2000,M,PASTOR ALEMAN - DEUTSCHER SCHAFERHUND - PASTOR ALSACIANO,GUARDA DEFENSA Y UTILIDAD,GRANADA,UGÍJAR
127436297A,22/12/1999,22/12/1999,M,SAMOYEDO - SAMOIEDSKAÏA SABAKA,GUARDA DEFENSA Y UTILIDAD,MURCIA,MURCIA
127412612A,20/11/1998,15/06/2000,M,MESTIZO O CRUCE DE RAZAS NO PELIGROSAS,LUJO Y COMPAÑIA,CANTABRIA,CASTRO-URDIALES
74098100287095,19/11/2000,16/12/2000,M,EUSKAL ARTZAIN TXAKURRA (ILETSUA-GORBEIAKO) - PERRO PASTOR VASCO,LUJO Y COMPAÑIA,BARCELONA,BEGUES
407518687B,07/08/1997,16/09/1999,M,SETTER INGLES - ENGLISH SETTER,CAZA,BURGOS,BURGOS
40751D205C,01/10/1999,28/01/2000,H,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,LUJO Y COMPAÑIA,SEGOVIA,ALDEHORNO
40751C0B1A,20/06/1999,25/01/2000,M,DOGO ALEMAN - GRAN DANES - DEUTSCHE DOGGE,LUJO Y COMPAÑIA,SEGOVIA,ALDEHORNO
126952632A,20/06/1999,10/02/2000,H,BOXER,LUJO Y COMPAÑIA,MADRID,MADRID
131212123A,06/12/1998,21/09/2000,H,BRACO ALEMAN - DRATHAR - DRAHTHAAR - DEUTSCH DRAHTHAAR,CAZA,LA RIOJA,SANTO DOMINGO DE LA CALZADA
